Lemma,Soort,Standaard,Aangetroffen,URI
diamant,voorwerp,diamanten,diamante,https://data.goldenagents.org/boedellexicon/voorwerp/diamant
diamant,voorwerp,diamanten,diamanten,https://data.goldenagents.org/boedellexicon/voorwerp/diamant
diamant,voorwerp,diamantje,diamantje,https://data.goldenagents.org/boedellexicon/voorwerp/diamant
diamant,voorwerp,diamantje,diamantjen,https://data.goldenagents.org/boedellexicon/voorwerp/diamant
diamant,voorwerp,diamantjes,diamantjes,https://data.goldenagents.org/boedellexicon/voorwerp/diamant
diamantslijper,beroep,diamantslijper,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/369
diamantsteen,voorwerp,diamantsteentjes,diamentsteentjes,https://data.goldenagents.org/boedellexicon/voorwerp/diamantsteen
Diana,eigennaam,Diana,Diana,https://data.goldenagents.org/boedellexicon/eigennaam/Diana
dicht,eigenschap,dicht,,https://data.goldenagents.org/boedellexicon/eigenschap/dicht
dicht,eigenschap,dichte,,https://data.goldenagents.org/boedellexicon/eigenschap/dicht
dienaar,titel,dienaar,dienaer,https://data.goldenagents.org/boedellexicon/titel/dienaar
dienstmeid,beroep,dienstbode,,https://www.vondel.humanities.uva.nl/ecartico/occupations/433
dienstmeid,beroep,dienstmeid,,https://www.vondel.humanities.uva.nl/ecartico/occupations/433
dienstmeid,beroep,meid,,https://www.vondel.humanities.uva.nl/ecartico/occupations/433
diep,eigenschap,diep,,https://data.goldenagents.org/boedellexicon/eigenschap/diep
diepe,eigenschap,diepe,,https://data.goldenagents.org/boedellexicon/eigenschap/diepe
dik,eigenschap,dik,,https://data.goldenagents.org/boedellexicon/eigenschap/dik
dik,eigenschap,dikke,,https://data.goldenagents.org/boedellexicon/eigenschap/dik
Dionisius,eigennaam,Dionisius,Dionisius,https://data.goldenagents.org/boedellexicon/eigennaam/Dionisius
dissel,voorwerp,dissel,,https://data.goldenagents.org/boedellexicon/voorwerp/dissel
dissel,voorwerp,dissels,dissels,https://data.goldenagents.org/boedellexicon/voorwerp/dissel
distileerketel,voorwerp,distileerketel,disteleerketel,https://data.goldenagents.org/boedellexicon/voorwerp/distileerketel
distillateur,beroep,distillateur,distelateur,https://www.vondel.humanities.uva.nl/ecartico/occupations/820
dobbelsteen,voorwerp,dobbelsteen,dobbesteen,https://data.goldenagents.org/boedellexicon/voorwerp/dobbelsteen
dobbelsteen,voorwerp,dobbelstenen,dobbelsteenen,https://data.goldenagents.org/boedellexicon/voorwerp/dobbelsteen
doctor,titel,doctor,doctor,https://data.goldenagents.org/boedellexicon/titel/doctor
document,voorwerp,documenten,documenten,https://data.goldenagents.org/boedellexicon/voorwerp/document
doek,voorwerp,doek,doeck,https://data.goldenagents.org/boedellexicon/voorwerp/doek
doek,voorwerp,doek,douck,https://data.goldenagents.org/boedellexicon/voorwerp/doek
doek,voorwerp,doeken,doecken,https://data.goldenagents.org/boedellexicon/voorwerp/doek
doek,voorwerp,doekjes,doeckijes,https://data.goldenagents.org/boedellexicon/voorwerp/doek
doekhuif,voorwerp,doekhuif,,https://data.goldenagents.org/boedellexicon/voorwerp/doekhuif
doekhuif,voorwerp,doekhuiven,doeckenhuijven,https://data.goldenagents.org/boedellexicon/voorwerp/doekhuif
doekhuif,voorwerp,doekhuiven,doeckhuijken,https://data.goldenagents.org/boedellexicon/voorwerp/doekhuif
doekhuif,voorwerp,doekhuiven,doeckhuijven,https://data.goldenagents.org/boedellexicon/voorwerp/doekhuif
doekhuif,voorwerp,doekhuiven,doekehuijven,https://data.goldenagents.org/boedellexicon/voorwerp/doekhuif
dompertje,voorwerp,dompertje,dompertje,https://data.goldenagents.org/boedellexicon/voorwerp/dompertje
dompertjes,voorwerp,dompertjes,dompertjes,https://data.goldenagents.org/boedellexicon/voorwerp/dompertjes
donker,eigenschap,donker,,https://data.goldenagents.org/boedellexicon/eigenschap/donker
donker,eigenschap,donkere,,https://data.goldenagents.org/boedellexicon/eigenschap/donker
doodschuld,rest,doodschuld,dootschult,
doodshemd,voorwerp,doodshemd,doothembdt,https://data.goldenagents.org/boedellexicon/voorwerp/doodshemd
doodshoofd,voorstelling,doodshoofd,dootshoof,https://data.goldenagents.org/boedellexicon/voorstelling/doodshoofd
doodshoofd,voorstelling,doodshoofd,dootshoofd,https://data.goldenagents.org/boedellexicon/voorstelling/doodshoofd
doodshoofd,voorstelling,doodshoofd,dootshooft,https://data.goldenagents.org/boedellexicon/voorstelling/doodshoofd
doodshoofd,voorstelling,doodshoofden,dootshoffden,https://data.goldenagents.org/boedellexicon/voorstelling/doodshoofd
doodshoofd,voorstelling,doodshoofden,dootshoofden,https://data.goldenagents.org/boedellexicon/voorstelling/doodshoofd
doodshoofd,voorstelling,doodshoofden,dootshooffden,https://data.goldenagents.org/boedellexicon/voorstelling/doodshoofd
doodshoofdschilderij,voorwerp,doodshoofdschilderij,dootshooftschilderij,https://data.goldenagents.org/boedellexicon/voorwerp/doodshoofdschilderij
doodskist,voorwerp,doodskist,doodskist,https://data.goldenagents.org/boedellexicon/voorwerp/doodskist
doodspenning,voorwerp,doodspenning,dootpenningh,https://data.goldenagents.org/boedellexicon/voorwerp/doodspenning
doofpot,voorwerp,doofpot,dooffpott,https://data.goldenagents.org/boedellexicon/voorwerp/doofpot
doofpot,voorwerp,doofpot,doofpot,https://data.goldenagents.org/boedellexicon/voorwerp/doofpot
doofpot,voorwerp,doofpot,doofpotte,https://data.goldenagents.org/boedellexicon/voorwerp/doofpot
doofpot,voorwerp,doofpotje,doofpotje,https://data.goldenagents.org/boedellexicon/voorwerp/doofpot
doofpot,voorwerp,doofpotten,dooffpotten,https://data.goldenagents.org/boedellexicon/voorwerp/doofpot
doopluier,voorwerp,doopluier,doopluyer,https://data.goldenagents.org/boedellexicon/voorwerp/doopluier
Doorniks,stofnaam,Doorniks,Doornix,https://data.goldenagents.org/boedellexicon/stofnaam/Doorniks
doos,eenheid,doos,doos,https://data.goldenagents.org/boedellexicon/eenheid/doos
doos,eenheid,doosje,doosje,https://data.goldenagents.org/boedellexicon/eenheid/doos
doos,eenheid,doosje,doosjen,https://data.goldenagents.org/boedellexicon/eenheid/doos
doos,eenheid,dozen,doosen,https://data.goldenagents.org/boedellexicon/eenheid/doos
doos,eenheid,dozen,doossen,https://data.goldenagents.org/boedellexicon/eenheid/doos
doos,voorwerp,doos,doos,https://data.goldenagents.org/boedellexicon/voorwerp/doos
doos,voorwerp,doosje,doosje,https://data.goldenagents.org/boedellexicon/voorwerp/doos
doos,voorwerp,doosje,doosjen,https://data.goldenagents.org/boedellexicon/voorwerp/doos
doos,voorwerp,dozen,doosen,https://data.goldenagents.org/boedellexicon/voorwerp/doos
doos,voorwerp,dozen,doossen,https://data.goldenagents.org/boedellexicon/voorwerp/doos
dozijn,eenheid,dozijn,,https://data.goldenagents.org/boedellexicon/eenheid/dozijn
draadwerk,voorwerp,draadwerk,draetwerck,https://data.goldenagents.org/boedellexicon/voorwerp/draadwerk
draagband,voorwerp,draagband,draeghbant,https://data.goldenagents.org/boedellexicon/voorwerp/draagband
draagband,voorwerp,draagbanden,draeghbanden,https://data.goldenagents.org/boedellexicon/voorwerp/draagband
draagberrie,voorwerp,draagberrie,draeghberre,https://data.goldenagents.org/boedellexicon/voorwerp/draagberrie
draaisteen,voorwerp,draaisteen,draaijsteen,https://data.goldenagents.org/boedellexicon/voorwerp/draaisteen
drager,rest,drager,,
drekwagen,voorwerp,drekwagen,,https://data.goldenagents.org/boedellexicon/voorwerp/drekwagen
drekwagen,voorwerp,drekwagens,dreckwagens,https://data.goldenagents.org/boedellexicon/voorwerp/drekwagen
drevelhamer,voorwerp,drevelhamer,drevelhamers,https://data.goldenagents.org/boedellexicon/voorwerp/drevelhamer
dreveltje,voorwerp,dreveltjes,,https://data.goldenagents.org/boedellexicon/voorwerp/dreveltje
dreveltje,voorwerp,dreveltjes,dreveltjens,https://data.goldenagents.org/boedellexicon/voorwerp/dreveltje
drie,eenheid,drie,,https://data.goldenagents.org/boedellexicon/eenheid/drie
Driekoningen,voorstelling,Driekoningen,Dry Coningen,https://data.goldenagents.org/boedellexicon/voorstelling/Driekoningen
driekoningengroetje,voorwerp,driekoningengroetje,drie-koninghs-groetje,https://data.goldenagents.org/boedellexicon/voorwerp/driekoningengroetje
drieling,voorwerp,drieling,drielingh,https://data.goldenagents.org/boedellexicon/voorwerp/drieling
drieling,voorwerp,drieling,drijlingh,https://data.goldenagents.org/boedellexicon/voorwerp/drieling
drieling,voorwerp,drielingen,drijlingen,https://data.goldenagents.org/boedellexicon/voorwerp/drieling
drielingschotel,voorwerp,drielingschotel,,https://data.goldenagents.org/boedellexicon/voorwerp/drielingschotel
drielingschotel,voorwerp,drielingschotels,drielinghschotels,https://data.goldenagents.org/boedellexicon/voorwerp/drielingschotel
driepoot,voorwerp,driepoot,,https://data.goldenagents.org/boedellexicon/voorwerp/driepoot
driepoot,voorwerp,driepoten,driepoten,https://data.goldenagents.org/boedellexicon/voorwerp/driepoot
drijfhamer,voorwerp,drijfhamer,,https://data.goldenagents.org/boedellexicon/voorwerp/drijfhamer
drijfhamer,voorwerp,drijfhamers,drijffhamers,https://data.goldenagents.org/boedellexicon/voorwerp/drijfhamer
dril,voorwerp,dril,,https://data.goldenagents.org/boedellexicon/voorwerp/dril
dril,voorwerp,drillen,drillen,https://data.goldenagents.org/boedellexicon/voorwerp/dril
drogist,beroep,drogist,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/687
droog,eigenschap,droge,,https://data.goldenagents.org/boedellexicon/eigenschap/droog
droog,eigenschap,droog,,https://data.goldenagents.org/boedellexicon/eigenschap/droog
droogdoek,voorwerp,droogdoek,,https://data.goldenagents.org/boedellexicon/voorwerp/droogdoek
droogdoek,voorwerp,droogdoeken,droogeldoecken,https://data.goldenagents.org/boedellexicon/voorwerp/droogdoek
droogdoek,voorwerp,droogdoeken,drooghdoecken,https://data.goldenagents.org/boedellexicon/voorwerp/droogdoek
droogscheerder,beroep,droogscheerder,droochscheerder,https:/www.vondel.humanities.uva.nl/ecartico/occupations/384
droogscheerder,beroep,droogscheerders,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/384
droogschuurder,voorwerp,droogschuurder,droogschuurster,https://data.goldenagents.org/boedellexicon/voorwerp/droogschuurder
droogschuurder,voorwerp,droogschuurders,drooghschuirsters,https://data.goldenagents.org/boedellexicon/voorwerp/droogschuurder
drooplepel,voorwerp,drooplepel,drooplepel,https://data.goldenagents.org/boedellexicon/voorwerp/drooplepel
drukbak,voorwerp,drukbak,drukbak,https://data.goldenagents.org/boedellexicon/voorwerp/drukbak
drukpers,voorwerp,drukpers,druckpars,https://data.goldenagents.org/boedellexicon/voorwerp/drukpers
dubbele,eigenschap,dubbele,dubbelde,https://data.goldenagents.org/boedellexicon/eigenschap/dubbele
ducaat,munt,ducaat,dukaet,https://data.goldenagents.org/boedellexicon/munt/ducaat
ducaat,munt,ducaten,ducaaten,https://data.goldenagents.org/boedellexicon/munt/ducaat
ducaat,munt,ducaten,ducaten,https://data.goldenagents.org/boedellexicon/munt/ducaat
ducaat,munt,ducaten,dukaten,https://data.goldenagents.org/boedellexicon/munt/ducaat
ducaton,munt,ducaton,ducaton,https://data.goldenagents.org/boedellexicon/munt/ducaton
ducaton,munt,ducaton,dukaton,https://data.goldenagents.org/boedellexicon/munt/ducaton
ducaton,munt,ducatons,dukantons,https://data.goldenagents.org/boedellexicon/munt/ducaton
duit,munt,duit,duijt,https://data.goldenagents.org/boedellexicon/munt/duit
duit,munt,duit,duijt,https://data.goldenagents.org/boedellexicon/munt/duit
duit,munt,duit,duit,https://data.goldenagents.org/boedellexicon/munt/duit
duit,munt,duiten,duijten,https://data.goldenagents.org/boedellexicon/munt/duit
duizend,eenheid,duizend,,https://data.goldenagents.org/boedellexicon/eenheid/duizend
dun,eigenschap,dun,,https://data.goldenagents.org/boedellexicon/eigenschap/dun
dun,eigenschap,dunne,,https://data.goldenagents.org/boedellexicon/eigenschap/dun
dundoek,stofnaam,dundoek,dundoeck,https://data.goldenagents.org/boedellexicon/stofnaam/dundoek
ebben,stofnaam,ebben,ebbe,https://data.goldenagents.org/boedellexicon/stofnaam/ebben
ebben,stofnaam,ebben,ebben,https://data.goldenagents.org/boedellexicon/stofnaam/ebben
ebbenhout,stofnaam,ebbenhout,,https://data.goldenagents.org/boedellexicon/stofnaam/ebbenhout
ebbenhout,stofnaam,ebbenhouten,ebbenhoute,https://data.goldenagents.org/boedellexicon/stofnaam/ebbenhout
ebbenhout,stofnaam,ebbenhouten,ebbenhouten,https://data.goldenagents.org/boedellexicon/stofnaam/ebbenhout
Ecce Homo,voorstelling,Ecce Homo,Exe homo,https://data.goldenagents.org/boedellexicon/voorstelling/Ecce_Homo
een,eenheid,een,,https://data.goldenagents.org/boedellexicon/eenheid/een
eendvogel,voorstelling,eendvogel,entvogel,https://data.goldenagents.org/boedellexicon/voorstelling/eendvogel
eenheid,voorwerp,zakje,sacksken,https://data.goldenagents.org/boedellexicon/voorwerp/eenheid
eenheid,voorwerp,zakje,sacxke,https://data.goldenagents.org/boedellexicon/voorwerp/eenheid
eenheid,voorwerp,zakjes,sackjens,https://data.goldenagents.org/boedellexicon/voorwerp/eenheid
eenheid,voorwerp,zakjes,sackjes,https://data.goldenagents.org/boedellexicon/voorwerp/eenheid
eenhoornskussen,voorwerp,eenhoornskussen,,https://data.goldenagents.org/boedellexicon/voorwerp/eenhoornskussen
eenhoornskussen,voorwerp,eenhoornskussens,eenhoornskussens,https://data.goldenagents.org/boedellexicon/voorwerp/eenhoornskussen
effigie,voorstelling,effigie,,https://data.goldenagents.org/boedellexicon/voorstelling/effigie
effigie,voorstelling,effigies,effigies,https://data.goldenagents.org/boedellexicon/voorstelling/effigie
Egyptische grafnaald,voorwerp,Egyptische grafnaald,,https://data.goldenagents.org/boedellexicon/voorwerp/Egyptische_grafnaald
Egyptische grafnaald,voorwerp,Egyptische grafnaalden,,https://data.goldenagents.org/boedellexicon/voorwerp/Egyptische_grafnaald
Egyptische vlucht,voorstelling,Egyptische vlucht,Egiptische vlucht,https://data.goldenagents.org/boedellexicon/voorstelling/Egyptische_vlucht
eierbordje,voorwerp,eierbordje,eijerbortje,https://data.goldenagents.org/boedellexicon/voorwerp/eierbordje
eierlepeltje,voorwerp,eierlepeltje,eijerlepeltje,https://data.goldenagents.org/boedellexicon/voorwerp/eierlepeltje
eierlepeltjes,voorwerp,eierlepeltjes,eijcklepeltjens,https://data.goldenagents.org/boedellexicon/voorwerp/eierlepeltjes
eiermandje,voorwerp,eiermandje,eyermantien,https://data.goldenagents.org/boedellexicon/voorwerp/eiermandje
eierpannetje,voorwerp,eierpannetje,eijerpannetje,https://data.goldenagents.org/boedellexicon/voorwerp/eierpannetje
eierrekje,voorwerp,eierrekje,eijerrackje,https://data.goldenagents.org/boedellexicon/voorwerp/eierrekje
eiken,stofnaam,eiken,eecke,https://data.goldenagents.org/boedellexicon/stofnaam/eiken
eiken,stofnaam,eiken,eecken,https://data.goldenagents.org/boedellexicon/stofnaam/eiken
eiken,stofnaam,eiken,eeken,https://data.goldenagents.org/boedellexicon/stofnaam/eiken
eiken,stofnaam,eiken,eijcke,https://data.goldenagents.org/boedellexicon/stofnaam/eiken
eiken,stofnaam,eiken,eijcken,https://data.goldenagents.org/boedellexicon/stofnaam/eiken
eikenhout,stofnaam,eikenhout,,https://data.goldenagents.org/boedellexicon/stofnaam/eikenhout
eikenhout,stofnaam,eikenhouten,eeckenhoute,https://data.goldenagents.org/boedellexicon/stofnaam/eikenhout
eindje,eenheid,eindje,eintjen,https://data.goldenagents.org/boedellexicon/eenheid/eindje
elf,eenheid,elf,,https://data.goldenagents.org/boedellexicon/eenheid/elf
Elias,eigennaam,Elias,Elias,https://data.goldenagents.org/boedellexicon/eigennaam/Elias
Elias offerande,voorstelling,Elias offerande,Elias offerhande,https://data.goldenagents.org/boedellexicon/voorstelling/Elias_offerande
Elisabeth,eigennaam,Elisabeth,Elisabeth,https://data.goldenagents.org/boedellexicon/eigennaam/Elisabeth
Elisabeth,munt,Elisabeth,Elisabeth,https://data.goldenagents.org/boedellexicon/munt/Elisabeth
Elisabeth,munt,Elisabethen,Elisabetten,https://data.goldenagents.org/boedellexicon/munt/Elisabeth
Emaus,eigennaam,Emaus,,https://data.goldenagents.org/boedellexicon/eigennaam/Emaus
Emmaüs,voorstelling,Emmaüs,Emaus,https://data.goldenagents.org/boedellexicon/voorstelling/Emmaüs
emmer,voorwerp,emmer,,https://data.goldenagents.org/boedellexicon/voorwerp/emmer
emmer,voorwerp,emmers,emmers,https://data.goldenagents.org/boedellexicon/voorwerp/emmer
emmer,voorwerp,emmertje,emmertje,https://data.goldenagents.org/boedellexicon/voorwerp/emmer
emmer,voorwerp,emmertjes,,https://data.goldenagents.org/boedellexicon/voorwerp/emmer
engelenbeeldje,voorwerp,engelenbeeldje,,https://data.goldenagents.org/boedellexicon/voorwerp/engelenbeeldje
engelenbeeldje,voorwerp,engelenbeeldjes,engelsbeeldekens,https://data.goldenagents.org/boedellexicon/voorwerp/engelenbeeldje
engels,eenheid,engels,engels,https://data.goldenagents.org/boedellexicon/eenheid/engels
Engels,eigenschap,Engels,,https://data.goldenagents.org/boedellexicon/eigenschap/Engels
Engels,eigenschap,Engelse,Engelsche,https://data.goldenagents.org/boedellexicon/eigenschap/Engels
enig,eenheid,enig,eenighe,https://data.goldenagents.org/boedellexicon/eenheid/enig
enige,eenheid,enige,eenighe,https://data.goldenagents.org/boedellexicon/eenheid/enige
enkel,eenheid,enkel,,https://data.goldenagents.org/boedellexicon/eenheid/enkel
enkele,eenheid,enkele,,https://data.goldenagents.org/boedellexicon/eenheid/enkele
erf,vertrek,erf,erve,https://data.goldenagents.org/boedellexicon/vertrek/erf
erf,vertrek,erven,erven,https://data.goldenagents.org/boedellexicon/vertrek/erf
essetje,voorwerp,essetje,,https://data.goldenagents.org/boedellexicon/voorwerp/essetje
essetje,voorwerp,essetjes,essentjes,https://data.goldenagents.org/boedellexicon/voorwerp/essetje
Esther,eigennaam,Esther,Esther,https://data.goldenagents.org/boedellexicon/eigennaam/Esther
etenskastje,voorwerp,etenskastje,eetenskasje,https://data.goldenagents.org/boedellexicon/voorwerp/etenskastje
Europa,eigennaam,Europa,Europa,https://data.goldenagents.org/boedellexicon/eigennaam/Europa
Europa,eigennaam,Europa,Uropa,https://data.goldenagents.org/boedellexicon/eigennaam/Europa
